Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT,tradecount,market_cap,total_volume
1.74329E+12,30-03-25,ETHUSDT,1828.09,1849.01,1767.69,1807.74,327843.4476,595676639.9,1523210,18358377436,8809189829
1.74321E+12,29-03-25,ETHUSDT,1896.9,1913.6,1797.2,1828.08,409769.7555,758545295.9,1755638,17722969843,9017537604
1.74312E+12,28-03-25,ETHUSDT,2003.67,2015.93,1860,1896.9,626167.5832,1197329354,2245087,17777723072,11043498595
1.74303E+12,27-03-25,ETHUSDT,2009.52,2037.38,1987.06,2003.66,360634.8383,726385594.5,1394730,17587666193,8673816085
1.74295E+12,26-03-25,ETHUSDT,2066.16,2079.21,1981.6,2009.52,428975.3286,872757205.5,1468474,18279197138,10518901915
1.74286E+12,25-03-25,ETHUSDT,2081.2,2097.7,2037.08,2066.15,328765.3292,678919919.8,1398034,18576520021,12435457693
1.74277E+12,24-03-25,ETHUSDT,2005.99,2104.11,1977.67,2081.2,477912.8154,985984215.6,1804046,19212409346,14300512538
1.74269E+12,23-03-25,ETHUSDT,1980.68,2020.74,1976.81,2005.99,268707.5233,537810044.8,973880,19140249467,15565369995
1.7426E+12,22-03-25,ETHUSDT,1965.74,2006.61,1964.34,1980.69,170782.9574,339679365.3,833146,20090242968,18170945326
1.74252E+12,21-03-25,ETHUSDT,1983.79,1996.73,1937.1,1965.75,262641.659,516587945.9,1470569,19751392941,18506953477
1.74243E+12,20-03-25,ETHUSDT,2056.05,2067.9,1952.17,1983.79,401518.9282,800851703.9,1885019,20079997943,19083817630
1.74234E+12,19-03-25,ETHUSDT,1931.54,2069.9,1927.58,2056.06,691809.5034,1385193898,2614680,20619310835,21543158277
1.74226E+12,18-03-25,ETHUSDT,1926.3,1936.2,1872.31,1931.54,332896.0155,632109997.6,1549810,20791014743,23519056716
1.74217E+12,17-03-25,ETHUSDT,1887.01,1952.4,1879.98,1926.31,334840.4877,641484974.3,1566024,20665245888,21734656894
1.74208E+12,16-03-25,ETHUSDT,1937.18,1940.87,1860.38,1887,324766.6564,616620264.9,1466585,22414850797,27708721578
1.742E+12,15-03-25,ETHUSDT,1911.64,1957.19,1903.75,1937.17,209545.8675,404571982.7,884429,23314707734,30730370696
1.74191E+12,14-03-25,ETHUSDT,1864.59,1945.64,1861.31,1911.65,375805.7355,718122712.8,1728618,24407934017,34073387341
1.74182E+12,13-03-25,ETHUSDT,1908.2,1923.09,1821.81,1864.59,569537.2622,1069629049,2688683,24478412143,35852075949
1.74174E+12,12-03-25,ETHUSDT,1923.42,1960,1829.72,1908.2,788739.6763,1494384669,3444921,25011126327,37065973225
1.74165E+12,11-03-25,ETHUSDT,1865.11,1963.2,1754.28,1923.43,1171428,2203451541,4578427,24577280465,40180881297
1.74156E+12,10-03-25,ETHUSDT,2020.43,2152.4,1810.01,1865.1,1248745.351,2461512871,5261040,25966283263,17260236148
1.74148E+12,09-03-25,ETHUSDT,2203.57,2212,1989.66,2020.41,601671.5882,1249766629,2791079,29001954206,25083848406
1.74139E+12,08-03-25,ETHUSDT,2141.6,2234.93,2105.06,2203.58,328793.0979,714743022.4,2118806,29312880236,31919298278
1.74131E+12,07-03-25,ETHUSDT,2202.21,2258.47,2101.82,2141.6,782387.2606,1698459492,4452265,31059453817,32486783384
1.74122E+12,06-03-25,ETHUSDT,2241.59,2319.99,2176.9,2202.2,596908.3935,1343407922,3304973,28909877146,31021139511
1.74113E+12,05-03-25,ETHUSDT,2171.5,2273.51,2155.03,2241.59,687130.7897,1514537133,3480893,28746450516,26307305450
