Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT,tradecount,market_cap,total_volume
1.707E+12,04-02-24,ETHUSDT,2296.5,2311,2266,2289.79,171232.0444,393039532.5,506684,2.10151E+11,30744899541
1.70692E+12,03-02-24,ETHUSDT,2309.07,2329.98,2292.75,2296.49,133232.845,307866239.2,397464,2.05023E+11,29651777828
1.70683E+12,02-02-24,ETHUSDT,2304.28,2324.74,2281.94,2309.06,238230.511,549302201.7,574621,2.09189E+11,27345983317
1.70675E+12,01-02-24,ETHUSDT,2283.15,2311.72,2240,2304.28,310997.4538,708868445,779472,2.09456E+11,29495472699
1.70666E+12,31-01-24,ETHUSDT,2343,2351.6,2263.57,2283.14,397116.1859,920131584.3,922884,2.06013E+11,29228757710
1.70657E+12,30-01-24,ETHUSDT,2317.61,2391.98,2297,2343.01,372879.5791,871148737.2,770660,1.95435E+11,31376731220
1.70649E+12,29-01-24,ETHUSDT,2256.9,2322.34,2233.8,2317.6,305528.0776,696374288.6,681798,1.92389E+11,28758919428
1.7064E+12,28-01-24,ETHUSDT,2267.94,2308.24,2239.89,2256.9,209326.9087,476534769.2,566626,1.83005E+11,38413713634
1.70631E+12,27-01-24,ETHUSDT,2267.67,2282.94,2251.4,2267.94,145109.3836,329102144.5,416970,1.8281E+11,26325124558
1.70623E+12,26-01-24,ETHUSDT,2218.64,2282.36,2195.84,2267.68,363566.4255,815753832.2,823603,1.95512E+11,24804294374
1.70614E+12,25-01-24,ETHUSDT,2235.02,2242.89,2171.3,2218.64,330426.6061,731016014.4,756164,1.97943E+11,21118379280
1.70605E+12,24-01-24,ETHUSDT,2242.6,2264.6,2196.12,2235.02,359851.1496,802477123.1,801012,1.94648E+11,19859272132
1.70597E+12,23-01-24,ETHUSDT,2314.19,2352.23,2168.07,2242.6,700105.3314,1568448812,1204183,2.09089E+11,32618518752
1.70588E+12,22-01-24,ETHUSDT,2457.06,2466.1,2303.59,2314.2,526337.6492,1252505758,933793,2.12081E+11,28496809578
1.7058E+12,21-01-24,ETHUSDT,2472.02,2482.18,2452.13,2457.05,122572.1687,303022758.7,360446,2.21211E+11,28955571444
1.70571E+12,20-01-24,ETHUSDT,2491.99,2492,2454.2,2472.01,136620.9577,337794603.1,418938,2.27187E+11,32076778812
1.70562E+12,19-01-24,ETHUSDT,2470.81,2504.2,2415.2,2492,424209.0029,1047352972,855044,2.46446E+11,35467665331
1.70554E+12,18-01-24,ETHUSDT,2530.2,2550,2428.56,2470.81,452090.1074,1129803153,894355,2.3352E+11,34872897877
1.70545E+12,17-01-24,ETHUSDT,2587.41,2592.97,2506.75,2530.19,366281.3477,933809190.3,1140624,2.39721E+11,26817722961
1.70536E+12,16-01-24,ETHUSDT,2511.79,2614.43,2500.05,2587.4,381077.6247,972060398.8,1140088,2.42118E+11,30867393926
1.70528E+12,15-01-24,ETHUSDT,2472.87,2553.82,2470.92,2511.78,315247.8819,793871974.9,789378,2.44306E+11,33391498273
1.70519E+12,14-01-24,ETHUSDT,2578.18,2578.69,2470,2472.87,306207.7463,774962904.8,732294,2.29324E+11,39604003544
1.7051E+12,13-01-24,ETHUSDT,2522.55,2590,2497.5,2578.19,422061.232,1075466482,898845,2.40116E+11,27145394978
1.70502E+12,12-01-24,ETHUSDT,2618.01,2717.32,2458,2522.54,887457.7627,2318179618,1860636,2.38825E+11,25076796421
1.70493E+12,11-01-24,ETHUSDT,2584.37,2689.39,2566.01,2618.01,838712.2577,2194916359,1693755,2.46337E+11,32243242818
1.70484E+12,10-01-24,ETHUSDT,2344.3,2643.1,2339.59,2584.38,1038388.666,2536320982,2010707,2.47432E+11,25369863410
1.70476E+12,09-01-24,ETHUSDT,2330.43,2371.72,2226.78,2344.29,551454.9931,1267764133,1196445,2.47289E+11,29096213678
1.70467E+12,08-01-24,ETHUSDT,2221.42,2358.2,2166.38,2330.44,539407.5547,1221527410,1069027,2.65315E+11,35760747636
1.70459E+12,07-01-24,ETHUSDT,2240.77,2258.01,2203.46,2221.42,207138.6927,463525159.3,516569,2.81118E+11,43351853140
1.7045E+12,06-01-24,ETHUSDT,2268.78,2270,2216.4,2240.78,194067.8656,434867516,450441,2.90592E+11,37106765660
1.70441E+12,05-01-24,ETHUSDT,2267.11,2277.21,2206.17,2268.78,405568.0006,910367621.2,758963,2.80618E+11,43982805218
1.70433E+12,04-01-24,ETHUSDT,2209.72,2294.69,2201.91,2267.11,448844.055,1009072619,780771,2.7106E+11,35627176092
1.70424E+12,03-01-24,ETHUSDT,2355.35,2385.45,2100,2209.72,798729.4869,1797597895,1351067,2.59329E+11,61890227352
1.70415E+12,02-01-24,ETHUSDT,2352.05,2431.3,2341,2355.34,458041.6642,1090922198,1028335,2.5109E+11,40335730705
1.70407E+12,01-01-24,ETHUSDT,2281.87,2352.37,2265.24,2352.04,216702.6914,500451219.6,536670,2.69456E+11,44737302424
1.70398E+12,31-12-23,ETHUSDT,2291.68,2321.34,2258.88,2281.87,222175.8779,510046689.2,548848,2.74297E+11,43726884252
1.70389E+12,30-12-23,ETHUSDT,2299.2,2322.84,2268,2291.68,210539.1327,483369913.5,555932,2.80713E+11,63343308067
1.70381E+12,29-12-23,ETHUSDT,2344.15,2385.41,2255.34,2299.2,450201.2069,1049566350,990308,2.73323E+11,69126869462
1.70372E+12,28-12-23,ETHUSDT,2378.35,2445.8,2335,2344.15,580459.982,1385456486,1241094,2.58341E+11,35640594314
1.70364E+12,27-12-23,ETHUSDT,2230.88,2392.44,2211.88,2378.35,541537.3574,1250873720,978666,2.66777E+11,36744402577
1.70355E+12,26-12-23,ETHUSDT,2271.36,2274.99,2178.45,2230.88,410413.1591,916097827.5,701701,2.92829E+11,42791797037
1.70346E+12,25-12-23,ETHUSDT,2264.04,2304.8,2253.1,2271.35,286277.1616,652158658.3,613108,3.06136E+11,37611597878
1.70338E+12,24-12-23,ETHUSDT,2308.2,2326.19,2245,2264.05,307951.076,705420988.8,711200,3.17353E+11,42878743228
1.70329E+12,23-12-23,ETHUSDT,2324.54,2330.65,2265,2308.2,255626.9352,586078143.2,588229,3.18971E+11,38536865198
1.7032E+12,22-12-23,ETHUSDT,2239.6,2343.15,2230.59,2324.54,591357.488,1358322907,1124820,3.21156E+11,35477884579
1.70312E+12,21-12-23,ETHUSDT,2202.17,2279.31,2182.98,2239.61,453069.7252,1010354340,848508,3.4073E+11,36721647718
1.70303E+12,20-12-23,ETHUSDT,2177.9,2266,2156,2202.17,416841.6272,922794580.7,867198,3.41954E+11,35727432416
1.70294E+12,19-12-23,ETHUSDT,2219.44,2255,2135.55,2177.91,383551.4049,847060839.7,786067,3.98258E+11,64192650586
1.70286E+12,18-12-23,ETHUSDT,2196.53,2224,2116.6,2219.43,364103.1181,789100505,769310,3.80566E+11,78437235046
1.70277E+12,17-12-23,ETHUSDT,2228.96,2248.68,2191.5,2196.52,225925.7675,501306718.2,531241,4.09191E+11,63552342594
1.70268E+12,16-12-23,ETHUSDT,2220.51,2263.4,2210,2228.96,199285.923,446980227.1,528692,4.05356E+11,50430169753
1.7026E+12,15-12-23,ETHUSDT,2315.32,2317.81,2200,2220.5,333552.6328,754022987.2,714102,4.04285E+11,44980768421
1.70251E+12,14-12-23,ETHUSDT,2260.16,2332.11,2228.2,2315.32,409508.0931,934716057.7,918965,4.50716E+11,60174921874
1.70243E+12,13-12-23,ETHUSDT,2203.47,2284.02,2144.32,2260.16,418916.6154,922420273.9,897019,4.55448E+11,61625657297
1.70234E+12,12-12-23,ETHUSDT,2225.11,2244.12,2166,2203.46,361588.9087,799015127.4,804062,4.61041E+11,80827215918
1.70225E+12,11-12-23,ETHUSDT,2352.39,2355,2156.62,2225.12,640414.9166,1426910965,1153316,4.81381E+11,67869198116
1.70217E+12,10-12-23,ETHUSDT,2340.48,2377.47,2320,2352.39,200037.2102,469860963.9,464455,4.65647E+11,78772032255
1.70208E+12,09-12-23,ETHUSDT,2358.71,2403,2328.01,2340.49,287771.0664,679437458.9,648813,4.31105E+11,97383442023
1.70199E+12,08-12-23,ETHUSDT,2355.74,2392,2336.34,2358.72,378569.8126,893841920.8,713431,4.73725E+11,63587729060
1.70191E+12,07-12-23,ETHUSDT,2232.7,2382.8,2222,2355.73,485190.0609,1115389523,921917,4.25715E+11,58150860876
1.70182E+12,06-12-23,ETHUSDT,2293.33,2312.23,2220,2232.7,408338.9056,925926168.1,842212,4.14265E+11,67531308124
1.70173E+12,05-12-23,ETHUSDT,2243.36,2309.72,2188.33,2293.33,529829.7214,1190597719,1018557,3.81162E+11,75100584776
1.70165E+12,04-12-23,ETHUSDT,2192.96,2274.28,2191,2243.37,565307.7134,1263069834,980117,3.90227E+11,59160464538
1.70156E+12,03-12-23,ETHUSDT,2164.75,2217.27,2149,2192.95,257879.1136,560343820,556948,2.95233E+11,1.17905E+11
1.70148E+12,02-12-23,ETHUSDT,2087.24,2186.6,2086.25,2164.74,320979.9768,684434398.7,618401,3.22163E+11,92538167828
1.70139E+12,01-12-23,ETHUSDT,2051.95,2110.87,2045.04,2087.24,372645.586,778670941,598646,2.79623E+11,1.15001E+11
1.7013E+12,30-11-23,ETHUSDT,2028.8,2054.75,2020.85,2051.96,243680.0921,496360388.7,458227,2.68503E+11,1.02525E+11
1.70122E+12,29-11-23,ETHUSDT,2048.14,2075.7,2019.31,2028.81,254843.7319,521225853.3,503614,2.4407E+11,77839858614
1.70113E+12,28-11-23,ETHUSDT,2027.5,2075,1995.15,2048.14,283775.9279,578404414,606358,3.06046E+11,73496058831
1.70104E+12,27-11-23,ETHUSDT,2062.34,2071.24,1985.78,2027.5,326073.2298,660673302.7,622522,3.12566E+11,92468701274
1.70096E+12,26-11-23,ETHUSDT,2083.1,2094.99,2036.42,2062.33,241262.9136,499314260.8,510922,3.34435E+11,53115222705
1.70087E+12,25-11-23,ETHUSDT,2080.84,2090.54,2065.3,2083.09,138847.393,288887834,350920,3.19404E+11,44070236220
1.70078E+12,24-11-23,ETHUSDT,2062.21,2133.02,2059.37,2080.84,426932.5402,894370772.5,672044,2.82229E+11,49493519120
1.7007E+12,23-11-23,ETHUSDT,2063.22,2088.94,2040.35,2062.2,250960.6958,517482313.5,527877,2.68673E+11,47141249182
1.70061E+12,22-11-23,ETHUSDT,1933.01,2092.46,1928.41,2063.21,466120.5109,943776525.7,796700,2.78271E+11,37392021394
1.70052E+12,21-11-23,ETHUSDT,2021.41,2034.6,1931.43,1933.01,490163.9863,974304142.4,888864,3.14463E+11,44445830388
1.70044E+12,20-11-23,ETHUSDT,2011.47,2066.4,1990,2021.4,421717.679,854002757.5,751621,3.06489E+11,39898648753
1.70035E+12,19-11-23,ETHUSDT,1962.59,2015.75,1942.89,2011.47,251132.6192,494600634.9,506631,3.15313E+11,39148856525
1.70027E+12,18-11-23,ETHUSDT,1960.82,1971.22,1916,1962.6,279368.2208,543924395.7,535494,3.33965E+11,38104663185
1.70018E+12,17-11-23,ETHUSDT,1961.77,1991.5,1904,1960.82,401100.5069,783561858,788071,3.12991E+11,39996583175
1.70009E+12,16-11-23,ETHUSDT,2058.49,2090.4,1939.1,1961.77,545286.1297,1101174547,991673,3.02743E+11,34731979705
1.70001E+12,15-11-23,ETHUSDT,1979.4,2062.4,1967.01,2058.48,421870.8032,847945999.7,731745,3.15045E+11,29050162249
1.69992E+12,14-11-23,ETHUSDT,2053.65,2064.96,1936.6,1979.39,481909.733,972032428.3,884487,2.99858E+11,37385872210
1.69983E+12,13-11-23,ETHUSDT,2044.69,2118,2028.49,2053.65,529143.5815,1093862454,1025249,2.94069E+11,48344195674
1.69975E+12,12-11-23,ETHUSDT,2053.16,2066.5,2012.1,2044.68,281907.559,577153459.5,556231,3.04761E+11,43973432438
1.69966E+12,11-11-23,ETHUSDT,2077.72,2089.6,2030.3,2053.17,370966.0372,763796737.4,675522,2.89444E+11,33075957437
1.69957E+12,10-11-23,ETHUSDT,2121.33,2136.99,2064.61,2077.72,555573.6495,1167220521,880646,2.72748E+11,26751786966
1.69949E+12,09-11-23,ETHUSDT,1888.11,2132,1882.07,2121.32,1100330.324,2200484379,1657379,2.78224E+11,28235882062
1.6994E+12,08-11-23,ETHUSDT,1885.26,1904.69,1872.51,1888.12,247881.0997,468144576.7,514836,2.92767E+11,29382118964
1.69932E+12,07-11-23,ETHUSDT,1900.95,1906.99,1850.32,1885.27,332419.4406,625566317.4,760921,3.00405E+11,28128172338
1.69923E+12,06-11-23,ETHUSDT,1891.71,1914.23,1868.48,1900.95,328746.2394,622198937.2,717293,2.98324E+11,26803957680
1.69914E+12,05-11-23,ETHUSDT,1855.54,1912.67,1846.11,1891.71,383106.7628,721508408.9,780672,2.74667E+11,26150320395
1.69906E+12,04-11-23,ETHUSDT,1832.7,1869.9,1824.03,1855.54,171538.0364,315560482.7,463794,2.75415E+11,25708624827
1.69897E+12,03-11-23,ETHUSDT,1800.79,1834.58,1777.11,1832.71,315000.2678,568244477.5,713592,2.6004E+11,26204484921
1.69888E+12,02-11-23,ETHUSDT,1846.99,1875,1785.01,1800.8,368738.2193,674522153.8,790110,2.53397E+11,20456963375
1.6988E+12,01-11-23,ETHUSDT,1814.67,1857.66,1783.19,1846.99,471921.6184,858744655.3,862416,2.61478E+11,26235850447
1.69871E+12,31-10-23,ETHUSDT,1809.03,1819.41,1780.99,1814.67,258074.5796,464695559,577888,2.23203E+11,39499960408
1.69862E+12,30-10-23,ETHUSDT,1795.14,1829.84,1777.77,1809.04,277686.192,501228029.3,560359,2.16877E+11,38755019937
1.69854E+12,29-10-23,ETHUSDT,1776.21,1811.3,1762.66,1795.14,144110.6508,258015412.9,371024,2.29519E+11,28098744045
1.69845E+12,28-10-23,ETHUSDT,1779.41,1803.23,1770,1776.2,122919.7382,219588597.6,333711,2.31644E+11,22447489242
1.69836E+12,27-10-23,ETHUSDT,1803.39,1803.91,1744.66,1779.4,274532.6921,488398895.2,594592,2.13872E+11,25981381067
1.69828E+12,26-10-23,ETHUSDT,1787.15,1865.54,1762.21,1803.38,431169.0453,781481905,901019,2.09989E+11,24249510321
1.69819E+12,25-10-23,ETHUSDT,1784.98,1817.69,1760,1787.15,354410.8294,634289515.6,774777,2.29354E+11,24316408028
1.69811E+12,24-10-23,ETHUSDT,1765.47,1854.38,1756.21,1784.98,674055.1375,1216867824,1308532,2.43041E+11,30629329806
1.69802E+12,23-10-23,ETHUSDT,1663.69,1800,1657.07,1765.46,610931.9663,1044121568,1167834,2.53608E+11,27149143847
1.69793E+12,22-10-23,ETHUSDT,1628.94,1667.8,1621.1,1663.7,228650.9225,374841495.3,580843,2.65952E+11,29046221906
1.69785E+12,21-10-23,ETHUSDT,1603.88,1644.53,1592.36,1628.94,176419.4092,285546594.6,463033,2.47211E+11,25874247678
1.69776E+12,20-10-23,ETHUSDT,1566.57,1630.4,1561.19,1603.89,315995.792,506065183,651738,2.50754E+11,22869223901
1.69767E+12,19-10-23,ETHUSDT,1563.45,1574.45,1541.61,1566.57,216217.6675,336684246,469598,2.59079E+11,19954299563
1.69759E+12,18-10-23,ETHUSDT,1565.01,1585.42,1555.88,1563.44,177750.2253,279357949.5,440577,2.71473E+11,21119209513
1.6975E+12,17-10-23,ETHUSDT,1599.41,1600.53,1551.08,1565.01,234817.0699,370032208.2,475213,2.5872E+11,22592756940
1.69741E+12,16-10-23,ETHUSDT,1557.78,1639.43,1555.06,1599.42,418510.8644,665124956.3,729569,2.70698E+11,24748897614
1.69733E+12,15-10-23,ETHUSDT,1554.94,1567.62,1547.44,1557.77,120311.2738,187266232.1,316951,2.70117E+11,23352988377
1.69724E+12,14-10-23,ETHUSDT,1552.16,1561.72,1544.55,1554.94,100314.6754,155648012.9,281561,2.48125E+11,24133566101
1.69716E+12,13-10-23,ETHUSDT,1539.61,1575.36,1537.76,1552.16,192205.8736,297929349.2,520123,2.51611E+11,22262234450
1.69707E+12,12-10-23,ETHUSDT,1566.86,1568.56,1521,1539.61,237221.4977,366335747,510960,2.47861E+11,18091111748
1.69698E+12,11-10-23,ETHUSDT,1567.62,1578.43,1544.26,1566.87,260253.9671,406667649.1,605321,2.50027E+11,14249909363
1.6969E+12,10-10-23,ETHUSDT,1580.13,1594.9,1550.55,1567.63,240659.3287,378967575.3,613660,2.38087E+11,16403901754
1.69681E+12,09-10-23,ETHUSDT,1632.85,1636,1546,1580.13,340141.0988,540588837.5,646240,2.27136E+11,18210922218
1.69672E+12,08-10-23,ETHUSDT,1633.56,1641.4,1616.17,1632.84,149424.6635,243516204.4,372636,2.32939E+11,20007437043
1.69664E+12,07-10-23,ETHUSDT,1645.03,1647.71,1630.03,1633.57,101241.5732,165907550.8,288695,2.23534E+11,17978198760
1.69655E+12,06-10-23,ETHUSDT,1611.79,1662,1611.68,1645.03,220507.9286,360565723.6,539488,2.18478E+11,17448403934
1.69646E+12,05-10-23,ETHUSDT,1646.58,1655.47,1606.73,1611.79,237378.7449,386770321.8,545845,2.21839E+11,14920352990
1.69638E+12,04-10-23,ETHUSDT,1656.88,1657.66,1625,1646.58,222861.7167,365919693.1,553269,2.22305E+11,15355055466
1.69629E+12,03-10-23,ETHUSDT,1662.41,1670.65,1643,1656.88,198287.1164,328606758.4,530016,2.14106E+11,15768554506
1.6962E+12,02-10-23,ETHUSDT,1733.8,1744,1636.79,1662.4,378575.6898,643680600.1,773990,2.09393E+11,20634025155
1.69612E+12,01-10-23,ETHUSDT,1670.89,1751,1668,1733.79,225611.5868,383793846.2,495195,2.33006E+11,25849497421
1.69603E+12,30-09-23,ETHUSDT,1667.45,1694.32,1666.19,1670.89,136924.9141,229630339.5,342315,2.36555E+11,21655718476
1.69595E+12,29-09-23,ETHUSDT,1653,1688,1648.37,1667.45,251975.6728,420335662.1,494615,2.47069E+11,20760571836
1.69586E+12,28-09-23,ETHUSDT,1598.63,1668.21,1598.14,1652.99,331409.7015,541873730.3,567825,2.55023E+11,19333415460
1.69577E+12,27-09-23,ETHUSDT,1594.02,1634.1,1583.5,1598.64,274404.4328,440883557,478489,2.58068E+11,16557827419
1.69569E+12,26-09-23,ETHUSDT,1588.34,1599.78,1580.05,1594.01,125583.0161,199551097.3,317309,2.61544E+11,35197538271
1.6956E+12,25-09-23,ETHUSDT,1580.71,1597.5,1563.01,1588.33,176706.9277,279294486.7,405042,2.6734E+11,28862032738
1.69551E+12,24-09-23,ETHUSDT,1593.85,1601.12,1570.01,1580.71,137517.8533,218549216,307377,2.68839E+11,23171592870
1.69543E+12,23-09-23,ETHUSDT,1593.07,1598.24,1587.45,1593.86,64537.1341,102806906.1,217950,2.78786E+11,18266719971
1.69534E+12,22-09-23,ETHUSDT,1583.94,1602.68,1576.58,1593.08,124886.091,198987470.1,267398,2.87344E+11,24040211451
1.69525E+12,21-09-23,ETHUSDT,1622.27,1625.3,1567.77,1583.94,240627.544,384503484.7,368163,2.97506E+11,21579519281
1.69517E+12,20-09-23,ETHUSDT,1643.13,1649.34,1604.51,1622.26,232844.2347,379255955,382581,2.97291E+11,25689002090
1.69508E+12,19-09-23,ETHUSDT,1636.66,1661.04,1626.32,1643.12,184282.4258,302910996.6,350549,3.06484E+11,26664958252
1.695E+12,18-09-23,ETHUSDT,1622.48,1669.5,1603.88,1636.66,279041.6978,458235380.2,453410,2.9476E+11,26304380467
1.69491E+12,17-09-23,ETHUSDT,1634.4,1635,1612,1622.48,120227.4117,195464805.9,264713,3.19613E+11,29356647318
1.69482E+12,16-09-23,ETHUSDT,1641.3,1653.17,1631.31,1634.4,99555.4671,163144495.7,245713,3.30224E+11,37970347684
1.69474E+12,15-09-23,ETHUSDT,1626.48,1654.08,1611.42,1641.29,181340.024,295616593.1,313776,3.37961E+11,30876444992
1.69465E+12,14-09-23,ETHUSDT,1607.61,1644.29,1607.05,1626.47,275301.1505,447913522.8,414952,3.68235E+11,38870720439
1.69456E+12,13-09-23,ETHUSDT,1592.97,1619.3,1581.88,1607.62,223409.2889,357304191.7,349327,3.52872E+11,34209269717
1.69448E+12,12-09-23,ETHUSDT,1551.84,1626,1549.67,1592.97,329739.9685,525392019.7,444268,3.63242E+11,38510599667
1.69439E+12,11-09-23,ETHUSDT,1617.42,1619,1531.01,1551.85,417424.8189,657137141.3,470056,3.68146E+11,30456934757
1.6943E+12,10-09-23,ETHUSDT,1635.53,1635.7,1600,1617.42,207957.8428,336517904.4,292581,3.7112E+11,28540625894
1.69422E+12,09-09-23,ETHUSDT,1636.43,1637.52,1629.74,1635.54,58519.6229,95627623.42,156305,3.56667E+11,28111908834
1.69413E+12,08-09-23,ETHUSDT,1648.11,1658.93,1616.21,1636.44,221570.0458,362938822.8,312966,3.8765E+11,25989682659
1.69404E+12,07-09-23,ETHUSDT,1633.15,1660,1623.4,1648.11,228558.2782,374542954.2,319517,3.83334E+11,21723717068
1.69396E+12,06-09-23,ETHUSDT,1634.46,1670,1609.2,1633.15,219541.0193,358419121.5,331227,3.87075E+11,24412292891
1.69387E+12,05-09-23,ETHUSDT,1630.52,1648.02,1609.69,1634.45,204365.4907,333010634,299045,3.69733E+11,25922917846
1.69379E+12,04-09-23,ETHUSDT,1635.84,1644.82,1616.32,1630.51,168010.9056,274049115.4,275381,3.5439E+11,28303010381
1.6937E+12,03-09-23,ETHUSDT,1637.02,1647.5,1625.14,1635.84,116767.2862,190979647.4,216339,3.57527E+11,23192419119
1.69361E+12,02-09-23,ETHUSDT,1629.13,1645,1628.03,1637.03,102145.9476,166937240.9,208209,3.60685E+11,20590444717
1.69353E+12,01-09-23,ETHUSDT,1645.77,1654.53,1602.33,1629.12,302406.1686,493457144.9,368740,3.83483E+11,22079051285
1.69344E+12,31-08-23,ETHUSDT,1705.23,1729,1630,1645.76,330518.2668,554219312.1,396774,3.785E+11,19339185909
1.69335E+12,30-08-23,ETHUSDT,1729.41,1730.93,1694.34,1705.23,202841.4402,347291135.3,308391,3.80718E+11,17023426890
1.69327E+12,29-08-23,ETHUSDT,1653.08,1745.84,1640,1729.42,494371.0823,842464924.5,504683,3.89578E+11,22119621925
1.69318E+12,28-08-23,ETHUSDT,1658.33,1664.34,1621.75,1653.08,214351.0143,352868062.8,274580,3.73455E+11,23531754576
1.69309E+12,27-08-23,ETHUSDT,1647.03,1660.24,1646.32,1658.33,87789.9196,145109143.7,163046,3.78981E+11,20438475652
1.69301E+12,26-08-23,ETHUSDT,1653.79,1655.59,1644,1647.04,79175.425,130634757.6,157980,3.67861E+11,18755498274
1.69292E+12,25-08-23,ETHUSDT,1661.16,1677.22,1635.51,1653.8,236261.6898,390502520.6,307211,3.83645E+11,18470749435
1.69284E+12,24-08-23,ETHUSDT,1679.61,1683.37,1635.28,1661.16,231539.7805,383948287.5,287178,3.8075E+11,13957284070
1.69275E+12,23-08-23,ETHUSDT,1635,1702.11,1629.05,1679.61,374761.1088,622717740.8,472134,3.78786E+11,14110206249
1.69266E+12,22-08-23,ETHUSDT,1667.56,1669.38,1580,1634.99,402012.045,657589420.9,484314,3.78977E+11,21741061739
1.69258E+12,21-08-23,ETHUSDT,1685.23,1688.59,1649.4,1667.55,250835.1518,418860905.1,297843,4.03658E+11,32201644523
1.69249E+12,20-08-23,ETHUSDT,1669.68,1694.75,1662.03,1685.24,195623.5263,327342264.9,275035,4.44243E+11,34465100678
1.6924E+12,19-08-23,ETHUSDT,1661.6,1696.72,1654.31,1669.67,231919.0485,387407573.4,312174,4.44937E+11,28115776510
1.69232E+12,18-08-23,ETHUSDT,1681.49,1699.4,1641.02,1661.59,538083.1018,901117750.7,597838,4.6202E+11,30463347266
1.69223E+12,17-08-23,ETHUSDT,1807.81,1809.99,1550,1681.49,812138.2159,1390504308,906515,4.5693E+11,24002848309
1.69214E+12,16-08-23,ETHUSDT,1828.98,1831.52,1798.17,1807.81,205430.7368,373631455.9,311372,4.63973E+11,19760598542
1.69206E+12,15-08-23,ETHUSDT,1845.5,1847.36,1814,1828.98,186081.6989,341622742,264314,4.63012E+11,20190616166
1.69197E+12,14-08-23,ETHUSDT,1840.73,1856.5,1835,1845.5,150196.1203,277387603.7,244296,4.04516E+11,42541561062
1.69188E+12,13-08-23,ETHUSDT,1849.94,1862,1834.51,1840.73,120674.1364,222956657.3,211874,4.13866E+11,34175479498
1.6918E+12,12-08-23,ETHUSDT,1848.84,1854.01,1846.08,1849.93,63292.6476,117106742.6,154110,4.03936E+11,25796050344
1.69171E+12,11-08-23,ETHUSDT,1852.47,1857.26,1838.05,1848.84,113209.3103,209237745.6,197546,3.76789E+11,24111446202
1.69163E+12,10-08-23,ETHUSDT,1855.36,1865.95,1845.38,1852.47,127321.4553,236043286.7,208017,3.83321E+11,19742335705
1.69154E+12,09-08-23,ETHUSDT,1856.3,1871.99,1846.28,1855.35,191926.8343,356559464.9,266834,4.02835E+11,18149841767
1.69145E+12,08-08-23,ETHUSDT,1829.1,1876.51,1826.33,1856.3,236336.03,436891258.6,322607,3.87934E+11,25897933726
1.69137E+12,07-08-23,ETHUSDT,1830.28,1847,1802,1829.1,224092.9059,409166592.9,289161,4.02558E+11,21080767348
1.69128E+12,06-08-23,ETHUSDT,1836.48,1838.58,1825.86,1830.28,90403.9915,165701947,169928,4.21478E+11,18985547836
1.69119E+12,05-08-23,ETHUSDT,1830.24,1839,1827.5,1836.48,93657.3255,171683574,174254,4.19511E+11,22391476967
1.69111E+12,04-08-23,ETHUSDT,1835.81,1851.31,1815.74,1830.23,187699.4552,344687096.6,256002,4.01297E+11,19039612529
1.69102E+12,03-08-23,ETHUSDT,1839.9,1859.12,1826,1835.81,171148.052,315081750.4,254918,4.03307E+11,16278153590
1.69093E+12,02-08-23,ETHUSDT,1873.48,1879.74,1821.21,1839.9,254213.0553,470466371.3,331270,3.92514E+11,14500103698
1.69085E+12,01-08-23,ETHUSDT,1856.13,1875.62,1813.8,1873.47,358476.0966,659100582.1,411508,3.48967E+11,28477674120
1.69076E+12,31-07-23,ETHUSDT,1861.79,1877.4,1851.02,1856.14,168204.4534,313517086.2,246487,3.22261E+11,32062935710
1.69068E+12,30-07-23,ETHUSDT,1880.45,1885.3,1848.17,1861.79,158657.5902,296504225.2,247858,3.59841E+11,27084409011
1.69059E+12,29-07-23,ETHUSDT,1874.2,1886.58,1869.54,1880.46,72867.0269,136676328.7,166385,3.71682E+11,19536554032
1.6905E+12,28-07-23,ETHUSDT,1861.29,1883.39,1856.52,1874.19,138695.7147,259228467.5,219389,3.49627E+11,28504692816
1.69042E+12,27-07-23,ETHUSDT,1871.99,1886.11,1854.84,1861.28,163766.4259,306463587.4,252294,3.47011E+11,22533679024
1.69033E+12,26-07-23,ETHUSDT,1857.66,1888,1848.35,1872,272090.5333,507049348.7,319851,3.59681E+11,24916718281
1.69024E+12,25-07-23,ETHUSDT,1850,1868.71,1845.45,1857.66,152251.21,282696600.9,248856,3.46015E+11,20890327694
1.69016E+12,24-07-23,ETHUSDT,1888.74,1890.86,1833.19,1850,276504.5547,512402907.5,336366,3.30647E+11,18975426962
1.69007E+12,23-07-23,ETHUSDT,1866.52,1905.25,1857.82,1888.73,153501.0178,288736391.9,254227,3.35476E+11,17522543132
1.68998E+12,22-07-23,ETHUSDT,1891.73,1897.35,1851.18,1866.52,131901.6487,247820592.8,240897,3.55018E+11,19400423829
1.6899E+12,21-07-23,ETHUSDT,1891.59,1905.74,1884.64,1891.73,165554.0428,313414135.9,260385,3.8895E+11,24368105704
1.68981E+12,20-07-23,ETHUSDT,1888.64,1929.05,1878,1891.59,292907.5164,556981450.5,353180,3.99456E+11,21335051735
1.68972E+12,19-07-23,ETHUSDT,1897.21,1922.04,1882.17,1888.63,218045.0005,415268112.5,266831,4.03971E+11,18130363406
1.68964E+12,18-07-23,ETHUSDT,1911.21,1917.19,1875.73,1897.21,215780.5006,409583830.9,315100,4.00956E+11,19898468513
